height,width,brightness,contrast,rms_contrast,entropy,sharpness,colorfulness,saturation,mean_r,mean_g,mean_b,edge_density,ID,split,labels
368,368,211.19635367438562,43.26749660427998,0.20486857678480355,6.1817240715026855,50.49323075076002,43.49247741699219,49.82597619328922,225.92027282714844,205.5020751953125,201.83090209960938,0.01481273629489603,01302140.jpg,phase1_train,MO
370,368,190.6315731492362,49.49655509643821,0.25964510505321514,6.134373664855957,114.82600487247109,50.186771392822266,73.55905552291422,219.95755004882812,178.58685302734375,175.6216583251953,0.06618683901292596,00135174.jpg,phase1_train,SNE
368,368,200.86353231332703,37.773576837986084,0.1880559214253345,6.541070938110352,90.96717153969301,43.677242279052734,53.99095433601134,220.7040252685547,193.01657104492188,189.1905975341797,0.02772772920604915,01241716.jpg,phase1_train,SNE
368,368,199.83903148629489,40.65728341808679,0.2034501614236703,6.7158522605896,83.06065425054699,42.787689208984375,50.330894080812854,216.15713500976562,193.06396484375,191.83059692382812,0.0276538870510397,01204730.jpg,phase1_train,SNE
370,368,195.22039512338426,43.44458877795882,0.22254123872641224,6.110572338104248,77.80456927007963,45.832698822021484,68.49872209165687,223.78419494628906,184.2349395751953,176.71896362304688,0.04120887191539366,00083287.jpg,phase1_train,LY
368,368,210.16148540879016,40.69611500199105,0.19364211634301093,6.173383712768555,51.009038276283455,42.32522201538086,49.49828686200378,226.57872009277344,203.93914794921875,199.20465087890625,0.009289343100189036,01302006.jpg,phase1_train,BL
368,368,201.77282461011342,43.922044078434666,0.21768067104985406,6.202622413635254,85.55440714665305,41.047874450683594,50.320541410680526,217.67601013183594,196.07513427734375,189.21405029296875,0.035134097353497165,00909739.jpg,phase1_train,SNE
368,368,198.1906678284499,43.24367128698742,0.21819226678334855,6.485620975494385,97.66449501554811,42.89533996582031,51.234419305293,215.08447265625,191.3892059326172,188.73590087890625,0.038752362948960305,00857578.jpg,phase1_train,SNE
368,368,197.07706167296786,43.336538873686536,0.21989641151491957,6.704894065856934,70.933704010715,46.19169616699219,55.87570888468809,213.9858856201172,190.11082458496094,188.39756774902344,0.017146148393194706,01246187.jpg,phase1_train,MO
368,368,212.53722383034025,41.265932718347564,0.19415861269144014,6.02800178527832,56.38631209447362,42.21304702758789,49.482861235822305,228.706298828125,206.867431640625,199.11749267578125,0.014517367674858223,01337652.jpg,phase1_train,SNE
370,368,192.2695945945946,43.38461994372814,0.22564472458352558,6.158665657043457,74.24082279103972,44.050514221191406,68.14923619271445,221.19720458984375,180.952880859375,174.42083740234375,0.044021739130434785,00248908.jpg,phase1_train,LY
368,368,218.97476813563327,44.45945652309437,0.2030346085012019,5.276881217956543,40.01013566845134,41.90223693847656,48.58025165406427,232.36569213867188,214.95530700683594,204.103515625,0.012937145557655955,00786650.jpg,phase1_train,BL
370,368,195.83194036427733,47.484045289709414,0.2424734441118665,5.851421356201172,98.65403489495452,44.42378234863281,67.64373531139836,222.57147216796875,185.72662353515625,177.3428955078125,0.048149236192714454,00290705.jpg,phase1_train,SNE
368,368,195.26758920132326,38.389930731045325,0.19660165156677992,6.6618828773498535,96.12334860164418,42.23023223876953,53.05656309073724,213.43023681640625,188.2999725341797,183.42184448242188,0.02526140122873346,01241778.jpg,phase1_train,SNE
370,368,201.6366921269095,43.225289250317395,0.21437213921729778,5.868049621582031,81.39971897256208,44.11117935180664,66.90123384253819,229.33489990234375,191.45631408691406,181.19137573242188,0.042898061104582844,00291450.jpg,phase1_train,SNE
368,368,205.2758964437618,45.045156327035684,0.21943714234339876,6.2043867111206055,64.93542195905128,43.346309661865234,51.12938622400756,220.75723266601562,199.06173706054688,196.5348663330078,0.02715914461247637,00960087.jpg,phase1_train,EO
368,368,209.10832644139887,46.97793713697738,0.2246583754544286,6.169376373291016,52.504614336363574,46.62129592895508,54.23322306238185,224.19851684570312,203.71031188964844,197.0232696533203,0.00655718336483932,01028393.jpg,phase1_train,BL
368,368,209.41934959829868,41.620815412967396,0.19874388538623194,5.989830017089844,66.66750276425631,41.82516860961914,52.02819293478261,226.37454223632812,204.09381103515625,192.0566864013672,0.012789461247637052,00960397.jpg,phase1_train,SNE
368,368,202.4419969872401,40.91410836434976,0.20210286783935305,6.6120219230651855,63.9064097036715,46.67530059814453,56.246234050094515,220.62579345703125,195.2862091064453,191.451171875,0.009185964083175803,01241823.jpg,phase1_train,VLY
368,368,204.34233961483932,38.433876909131584,0.1880857231716593,6.500635623931885,59.90920460661003,43.79076385498047,53.971157254253306,222.03224182128906,197.94325256347656,190.75621032714844,0.010190217391304348,01241739.jpg,phase1_train,LY
370,368,181.09519682726204,45.392728758778915,0.25065672256023513,6.6360907554626465,88.51366752030859,45.802310943603516,72.68097826086957,211.3507080078125,168.13369750976562,168.23927307128906,0.04895710928319624,00211480.jpg,phase1_train,LY
370,368,179.2370740305523,50.751508290777714,0.2831529597441084,6.830630779266357,156.44668805555838,51.17407989501953,76.85021298472385,209.07699584960938,165.65390014648438,170.79295349121094,0.08039806110458285,00185770.jpg,phase1_train,SNE
368,368,202.230350602552,46.38678229510001,0.22937596620642303,6.516208171844482,65.68042139889259,45.67668533325195,53.07990459593573,217.22996520996094,196.0713653564453,194.45596313476562,0.012966682419659736,01209362.jpg,phase1_train,MO
368,368,209.29771680056712,42.884028946298436,0.20489487127213307,6.042395114898682,73.01646646986305,40.15803146362305,46.77258093100189,224.18942260742188,204.11471557617188,196.95960998535156,0.027469281663516067,01113275.jpg,phase1_train,SNE
368,368,196.98149515595463,46.9715720416724,0.23845677364783524,6.603018283843994,71.9707863954106,48.45602035522461,57.4578287452741,214.40823364257812,189.49652099609375,189.65179443359375,0.011401228733459357,01382726.jpg,phase1_train,BL
368,368,202.04286537098298,42.05481753449972,0.2081479949768697,6.3954620361328125,82.76830153711134,41.599578857421875,50.909041233459355,218.98590087890625,195.83828735351562,189.501953125,0.024611590264650283,01350047.jpg,phase1_train,SNE
368,368,202.85588226606805,40.94842215426901,0.2018596724678702,6.389033794403076,60.669333589223065,42.66593551635742,49.40850956994329,219.79244995117188,195.14431762695312,198.289306640625,0.011652292060491494,01284940.jpg,phase1_train,MO
368,368,202.68102404300566,42.44410366716098,0.2094133067372983,6.588971138000488,79.63715972917294,43.886924743652344,51.87416558364839,220.3426055908203,195.3968048095703,193.7794647216797,0.031789047731569,01123741.jpg,phase1_train,SNE
368,368,190.40892308601136,45.487694663440735,0.23889476232160775,6.6483588218688965,90.87398770641185,42.59910202026367,55.38023540879017,207.9369354248047,183.8633270263672,178.12632751464844,0.02715914461247637,00857620.jpg,phase1_train,MY
370,368,186.57113689776733,42.90680170155112,0.2299755588405219,6.4855055809021,82.3038801304278,45.14952850341797,71.3017552878966,217.45611572265625,173.96316528320312,170.28622436523438,0.028752937720329025,00036899.jpg,phase1_train,SNE
370,368,203.89510869565217,39.28601133995994,0.19267755562456076,5.800169944763184,72.90202805698755,42.16934585571289,65.09076086956522,232.02891540527344,193.80223083496094,181.7935028076172,0.03524529964747356,00265575.jpg,phase1_train,SNE
368,368,211.5531368147448,36.40156491161933,0.17206818715918012,6.340495586395264,64.35232192777403,40.445709228515625,47.74771827741021,228.4223175048828,205.52249145507812,198.2937469482422,0.013535267013232514,01302036.jpg,phase1_train,SNE
370,368,187.10611045828438,52.27148879461595,0.2793681531149236,6.205613136291504,101.17540368794153,49.8443717956543,73.32392773207991,214.6376953125,175.63548278808594,173.65972900390625,0.055493537015276144,00249002.jpg,phase1_train,LY
370,368,204.91681844888367,48.28490635682267,0.23563173821789332,5.69785737991333,89.05290478958665,45.64873504638672,67.73542890716804,229.9322052001953,196.27967834472656,183.64125061035156,0.03257931844888367,00146000.jpg,phase1_train,LY
370,368,204.86133225616922,42.944554818851834,0.20962743010732893,6.028105735778809,93.62276829028649,44.83730697631836,67.04350763807285,232.23484802246094,194.95843505859375,183.90155029296875,0.037999412455934196,00041238.jpg,phase1_train,SNE
370,368,156.96313160987074,62.94025124743932,0.4009874815882802,7.017211437225342,180.9892538375374,60.55447769165039,95.58966656874266,185.1416015625,140.44186401367188,167.92654418945312,0.11276439482961222,00135190.jpg,phase1_train,MY
368,368,208.52772034499054,40.98254485609813,0.19653283789686724,6.128426551818848,52.23070860766659,41.55927276611328,50.94264679820416,224.77737426757812,203.32708740234375,192.5104522705078,0.013616493383742911,00960009.jpg,phase1_train,LY
370,368,194.53788924794358,43.64582515248799,0.22435642278663684,6.188293933868408,91.86378413886261,44.4884033203125,68.37953143360753,223.51695251464844,183.27557373046875,176.36058044433594,0.052151880141010576,00211579.jpg,phase1_train,SNE
368,368,219.62625531663517,37.00825256567225,0.16850559303035906,5.590312957763672,45.74835849495749,38.78297805786133,45.814102374763706,234.39898681640625,215.00018310546875,204.37313842773438,0.01723475897920605,00951727.jpg,phase1_train,EO
370,368,197.96581227967098,43.34537362769882,0.21895383303613025,6.448920249938965,104.51716457840263,45.528656005859375,69.13236633372503,227.66189575195312,186.1739959716797,180.68637084960938,0.036905111633372505,00041248.jpg,phase1_train,SNE
368,368,199.32603526701322,50.133851847938,0.25151682533223946,6.709615707397461,73.0271200760033,50.03367233276367,55.35094222589792,214.59617614746094,192.0481719970703,196.6383819580078,0.019154655009451797,01302011.jpg,phase1_train,SNE
368,368,217.50104117438562,39.69254270141995,0.18249357476455538,5.807278156280518,41.6098659866437,39.632389068603516,46.5007974952741,232.08218383789062,212.9921875,202.30441284179688,0.005191103497164461,01337656.jpg,phase1_train,LY
370,368,203.36219888366628,44.48009649073741,0.21872352146162036,5.799628257751465,83.49672998220626,44.19139862060547,66.9125660987074,230.26239013671875,193.88165283203125,181.52833557128906,0.033974735605170385,00282530.jpg,phase1_train,SNE
368,368,189.12768785444234,45.03792985902756,0.23813504057404272,6.904118537902832,108.25799098308202,49.75296401977539,58.39681297258979,207.5852813720703,180.1335906982422,186.9396209716797,0.039040347353497165,01253068.jpg,phase1_train,SNE
368,368,214.39941960066162,38.08197140272365,0.17762161528250947,5.966797828674316,55.14901378898949,39.50922393798828,46.672864484877124,229.84536743164062,209.0599365234375,201.1256561279297,0.024855269376181474,00951711.jpg,phase1_train,EO
370,368,187.85011016451233,44.86338135846437,0.2388254182036371,6.588477611541748,89.19237394205607,45.58806228637695,70.70581668625147,217.35484313964844,175.76480102539062,172.46414184570312,0.047201821386604,00082925.jpg,phase1_train,EO
370,368,192.62931110458285,42.19314964950631,0.21903805391050082,6.350881576538086,87.09159396959548,45.998191833496094,69.85292303172739,223.06858825683594,180.6155242919922,174.6043243408203,0.03199177438307873,00036904.jpg,phase1_train,SNE
368,368,202.77404300567107,43.49270426842163,0.21448851839836686,6.305378437042236,87.4029395124151,41.359130859375,49.133462310964084,218.96054077148438,196.5336456298828,192.34596252441406,0.03240932183364839,01113279.jpg,phase1_train,SNE
370,368,199.53278495887193,41.593678835082784,0.20845536053235958,6.353855133056641,77.39298251711193,47.721595764160156,70.93962984723855,231.20571899414062,187.30067443847656,179.27926635742188,0.023156580493537016,00017833.jpg,phase1_train,LY
370,368,177.29608548766157,57.539281932325494,0.32453780042307806,6.929276466369629,124.72622227585775,53.149749755859375,78.98749265569917,203.38504028320312,165.1665496826172,171.08509826660156,0.048494418331374856,00223615.jpg,phase1_train,BL
370,368,188.70607373678027,46.39618018722216,0.24586479397623326,6.223064422607422,72.62705774401505,42.725608825683594,67.6614277320799,216.55319213867188,177.66448974609375,172.2730255126953,0.02937720329024677,00237098.jpg,phase1_train,BNE
368,368,202.8694692225898,43.48539255431874,0.21435158531545564,6.276715278625488,73.60181066599955,44.337459564208984,52.64924976370511,219.38658142089844,196.64634704589844,191.555419921875,0.03234286389413989,00854310.jpg,phase1_train,LY
370,368,202.36338866039952,40.10778267364598,0.1981968316549437,5.806093692779541,61.49942824035558,41.70469284057617,65.23789659224443,230.22084045410156,192.38595581054688,180.35760498046875,0.030566980023501764,00265655.jpg,phase1_train,SNE
368,368,208.2804598889414,39.25279130850699,0.18846122742851637,6.140574932098389,54.16584931826165,40.58770751953125,48.63682951323251,224.04586791992188,202.99378967285156,194.02908325195312,0.008174326559546315,00946133.jpg,phase1_train,LY
370,368,195.71515129259694,41.920698238771166,0.2141924002700574,6.265900611877441,79.89804076751481,45.722320556640625,70.21993243243243,226.64794921875,183.66116333007812,176.5464324951172,0.04614424206815511,00255800.jpg,phase1_train,SNE
370,368,186.38770564042304,38.711391726935716,0.20769283782013198,6.746598720550537,75.64651286248353,48.90877914428711,76.08177878965923,223.21786499023438,170.7952423095703,170.01316833496094,0.02309782608695652,00036934.jpg,phase1_train,SNE
370,368,203.38758813160987,43.558844053753596,0.2141666767364411,5.596817493438721,66.98373807284685,44.78709411621094,66.69281727379554,230.3566436767578,193.8760528564453,181.43008422851562,0.023362220916568744,00290552.jpg,phase1_train,LY
370,368,187.90910693301998,42.26151786657597,0.22490404180748944,6.497331142425537,76.12848663475333,45.95224380493164,72.58481198589894,219.98526000976562,174.9010009765625,170.67611694335938,0.04375,00083267.jpg,phase1_train,SNE
368,368,199.55581728497165,41.3142200799602,0.20703089709447742,6.560319423675537,96.76173447809985,42.93473434448242,51.488155718336486,216.7439727783203,192.858642578125,188.85169982910156,0.04021443761814745,01378323.jpg,phase1_train,SNE
368,368,198.03300005907371,36.2644904878252,0.18312347080478478,6.571088790893555,68.23403204265637,42.800018310546875,53.968543241965975,217.1214141845703,190.60997009277344,186.1198272705078,0.01436968336483932,01241787.jpg,phase1_train,LY
370,368,191.98918918918918,42.65769751767491,0.22218801733388918,6.171020984649658,92.33995934636069,44.51409149169922,69.4555008813161,222.2239990234375,179.99974060058594,174.23593139648438,0.054788484136310225,00211589.jpg,phase1_train,SNE
368,368,205.296756852552,42.1838457543254,0.2054774083895793,6.195107936859131,73.98790118776957,42.04911804199219,51.57783701559546,222.2161865234375,199.4512939453125,190.90406799316406,0.02382147920604915,00960478.jpg,phase1_train,SNE
370,368,194.63368096357226,43.433592348821406,0.2231555808359545,6.241845607757568,72.58465286608751,43.518768310546875,68.23900558166862,223.26348876953125,183.84274291992188,174.8741455078125,0.0373457696827262,00280748.jpg,phase1_train,LY
368,368,209.562411389414,42.35353376713941,0.20210462975792165,6.040510177612305,52.545478777315786,41.447776794433594,50.17615046077505,224.89431762695312,204.70724487304688,194.1110382080078,0.017456285444234405,00959989.jpg,phase1_train,LY
368,368,208.3211764532136,44.537937819045254,0.21379457606535432,6.050751209259033,72.8328630141759,42.36824417114258,49.63132088846881,223.541748046875,202.59378051757812,197.61488342285156,0.03598328213610586,00864804.jpg,phase1_train,SNE
368,368,207.89083914224952,42.44122159235822,0.20415147470334802,6.110417366027832,68.76306104403929,41.83888626098633,49.54028827977316,223.75535583496094,202.28594970703125,195.0436248779297,0.029662393667296786,01142575.jpg,phase1_train,SNE
370,368,195.63147032902467,45.34602086216631,0.23179307784226943,6.343762397766113,90.12371472987988,47.88715362548828,72.28053760282022,226.16476440429688,183.5968017578125,177.33665466308594,0.048163924794359575,00023182.jpg,phase1_train,EO
370,368,191.3523134547591,45.09225725119008,0.235650440809542,6.598178386688232,88.81755193913708,48.38780212402344,72.2375954759107,221.7275390625,178.8433837890625,176.00234985351562,0.04676116333725029,00091707.jpg,phase1_train,LY
368,368,196.96107041587902,40.23946503910108,0.20430161528790794,6.707963466644287,100.35810580911617,44.39753341674805,51.738059723534974,214.29075622558594,189.52471923828125,189.667236328125,0.034595049621928164,01087727.jpg,phase1_train,SNE
370,368,198.30793184488837,41.87365718014702,0.211154725781442,6.155426979064941,89.44288657813708,43.56327438354492,67.26876468860165,227.3170166015625,187.3450927734375,178.41871643066406,0.05022032902467685,00291506.jpg,phase1_train,SNE
368,368,203.02587429111531,42.0318577817846,0.2070270980066745,6.614689350128174,71.93289004032611,43.40218734741211,51.61847235349716,219.7025909423828,196.27682495117188,193.85858154296875,0.02549031190926276,01178088.jpg,phase1_train,SNE
368,368,206.0882930647448,41.74161398576609,0.20254238201735283,6.3054938316345215,60.06723173745097,42.23664474487305,50.16153709829867,222.36660766601562,200.27967834472656,193.24249267578125,0.006727020321361059,01350006.jpg,phase1_train,LY
370,368,192.9960634547591,44.71082664376394,0.2316670382376878,6.416136741638184,87.43567882909709,46.73954772949219,70.6334973560517,221.9956817626953,181.72280883789062,174.83163452148438,0.04441098707403055,00082934.jpg,phase1_train,LY
368,368,203.79550892013233,41.25992355254967,0.20245747106361411,6.46779727935791,56.05449983190571,41.10602569580078,49.89893224243856,220.42893981933594,197.61656188964844,191.91262817382812,0.01124616020793951,01048012.jpg,phase1_train,LY
368,368,218.41676512287336,36.70592765968292,0.16805453313521498,5.670163154602051,48.5325421067942,39.72568130493164,46.63531574905482,233.93585205078125,213.54296875,202.771240234375,0.009289343100189036,00951712.jpg,phase1_train,SNE
370,368,201.1618169800235,43.23273478828719,0.21491521215313555,5.904845714569092,82.51582534013133,45.15143966674805,66.93282902467685,228.67279052734375,191.12725830078125,180.4857177734375,0.03939482961222092,00265587.jpg,phase1_train,LY
368,368,202.84590619092629,43.19936093675173,0.2129663917551506,6.259173393249512,69.52811110245756,43.44931411743164,52.635729265122876,219.38671875,196.8735809326172,190.1298065185547,0.01865991257088847,00854251.jpg,phase1_train,LY
368,368,186.01383801984878,45.35957295698472,0.2438505285197871,6.821908950805664,92.17639362771786,44.87843704223633,56.3984448842155,203.65066528320312,178.44102478027344,178.6671600341797,0.03223210066162571,00857632.jpg,phase1_train,MY
368,368,206.3421328568053,54.40854603681609,0.2636812221520101,5.969828128814697,45.382364608376044,49.01011657714844,55.40760131143667,219.36233520507812,200.94744873046875,199.7004852294922,0.019627244801512286,00786953.jpg,phase1_train,EO
368,368,210.08496278355386,38.20257633339374,0.18184345821509176,6.090991020202637,65.44845834194606,39.61042022705078,47.23356273629489,226.073974609375,204.4396514892578,197.1409912109375,0.02017367674858223,00951672.jpg,phase1_train,SNE
368,368,206.61999350189035,47.72470387738689,0.23097814900459818,6.050648212432861,61.560947883747694,46.39922332763672,53.23405747873346,222.04454040527344,200.50332641601562,197.54891967773438,0.02088256143667297,00786645.jpg,phase1_train,BL
368,368,205.90600632088848,40.55302630410305,0.19694921402125154,6.29724645614624,76.48540000287517,41.807647705078125,48.45361974243856,222.52635192871094,199.2165069580078,196.59170532226562,0.035045486767485826,01113301.jpg,phase1_train,SNE
368,368,201.47232396030245,40.266528467819036,0.19986133815526794,6.506600856781006,85.71975096987754,42.1383056640625,49.48392456285444,218.2769012451172,194.63819885253906,192.42813110351562,0.031198310491493384,01378319.jpg,phase1_train,SNE
368,368,217.52312736294897,39.77023146259299,0.18283219702612144,5.592870712280273,43.24659513023891,41.11658477783203,48.73189390359168,233.23126220703125,212.3769073486328,202.4121551513672,0.010012996219281664,01052891.jpg,phase1_train,LY
368,368,200.10282520085067,38.833184765926084,0.19406614840585892,6.483031749725342,77.0512912860156,40.851905822753906,49.2140905600189,217.1529083251953,193.45205688476562,189.51821899414062,0.02055765595463138,01378392.jpg,phase1_train,SNE
368,368,216.58393637759923,35.83978897242711,0.1654775945362139,5.883692264556885,42.27821424897298,38.16558837890625,44.329121869092624,231.6962127685547,211.52377319335938,202.93516540527344,0.008085715973534972,00951719.jpg,phase1_train,SNE
